A8O17_RS05005,locus_tag.d6,start,end,strand,locus_tag.168
NZ_CP015975.1,A8O17_RS02195,431165,431518,+,BSU_03970
NZ_CP015975.1,A8O17_RS02200,431691,433127,+,BSU_03981
NZ_CP015975.1,A8O17_RS02205,433152,433583,+,BSU_03982
NZ_CP015975.1,A8O17_RS02210,433585,434706,+,BSU_03990
NZ_CP015975.1,A8O17_RS02215,434797,435861,+,BSU_04000
NZ_CP015975.1,A8O17_RS02220,435996,436559,+,BSU_04010
NZ_CP015975.1,A8O17_RS02230,436619,437227,-,BSU_04020
NZ_CP015975.1,A8O17_RS02235,437313,437705,+,BSU_04030
NZ_CP015975.1,A8O17_RS02240,437738,437902,-,BSU_04039
NZ_CP015975.1,A8O17_RS02245,438035,438784,+,BSU_04040
NZ_CP015975.1,A8O17_RS02250,438990,439763,+,BSU_04050
NZ_CP015975.1,A8O17_RS02255,439778,440992,+,BSU_04060
NZ_CP015975.1,A8O17_RS02260,441016,441789,+,BSU_04070
NZ_CP015975.1,A8O17_RS02265,441834,442556,+,BSU_04080
NZ_CP015975.1,A8O17_RS02270,442559,443566,+,BSU_04090
NZ_CP015975.1,A8O17_RS02275,443582,444334,+,BSU_04100
NZ_CP015975.1,A8O17_RS02280,444398,445039,+,BSU_04110
NZ_CP015975.1,A8O17_RS02285,445212,445457,+,BSU_04120
NZ_CP015975.1,A8O17_RS02290,445463,445750,-,BSU_04130
NZ_CP015975.1,A8O17_RS02295,445901,447907,+,BSU_04140
NZ_CP015975.1,A8O17_RS02300,448009,448911,+,BSU_04150
NZ_CP015975.1,A8O17_RS02305,449097,451181,+,BSU_04160
NZ_CP015975.1,A8O17_RS02310,451393,452904,+,BSU_04170
NZ_CP015975.1,A8O17_RS02315,452924,453469,-,BSU_04180
NZ_CP015975.1,A8O17_RS02320,453676,454536,+,BSU_04190
NZ_CP015975.1,A8O17_RS02325,454552,455055,+,BSU_04200
NZ_CP015975.1,A8O17_RS02330,455141,455692,+,BSU_04210
NZ_CP015975.1,A8O17_RS02335,455770,456192,+,BSU_04220
NZ_CP015975.1,A8O17_RS02340,456698,457507,+,BSU_04230
NZ_CP015975.1,A8O17_RS02345,457551,457841,-,BSU_04240
NZ_CP015975.1,A8O17_RS02350,458026,458460,+,BSU_04250
NZ_CP015975.1,A8O17_RS02355,458525,460708,+,BSU_04260
NZ_CP015975.1,A8O17_RS02360,460911,461999,+,BSU_04270
NZ_CP015975.1,A8O17_RS02365,461980,462831,+,BSU_04280
NZ_CP015975.1,A8O17_RS02370,462842,464551,+,BSU_04290
NZ_CP015975.1,A8O17_RS02375,464544,465806,+,BSU_04300
NZ_CP015975.1,A8O17_RS02380,465812,467923,+,BSU_04310
NZ_CP015975.1,A8O17_RS02385,468399,470222,+,BSU_04320
NZ_CP015975.1,A8O17_RS02390,470281,470730,+,BSU_04330
NZ_CP015975.1,A8O17_RS02395,470797,472521,+,BSU_04340
NZ_CP015975.1,A8O17_RS02400,472513,472716,-,BSU_04345
NZ_CP015975.1,A8O17_RS02405,472744,473010,-,BSU_04359
NZ_CP015975.1,A8O17_RS02410,473114,474391,-,BSU_04360
NZ_CP015975.1,A8O17_RS02415,474621,474878,-,BSU_04370
NZ_CP015975.1,A8O17_RS02420,474956,475408,-,BSU_04380
NZ_CP015975.1,A8O17_RS02425,475526,476344,+,BSU_04390
NZ_CP015975.1,A8O17_RS02430,476473,476844,+,BSU_04400
NZ_CP015975.1,A8O17_RS02435,476976,477317,+,BSU_04410
NZ_CP015975.1,A8O17_RS02440,477311,477670,+,BSU_04420
NZ_CP015975.1,A8O17_RS02445,477707,478528,-,BSU_04430
NZ_CP015975.1,A8O17_RS02450,478613,479665,-,BSU_04440
NZ_CP015975.1,A8O17_RS02455,479735,481342,+,BSU_04450
NZ_CP015975.1,A8O17_RS02460,481332,482012,+,BSU_04460
NZ_CP015975.1,A8O17_RS02465,482133,483398,+,BSU_04470
NZ_CP015975.1,A8O17_RS02470,483546,484598,+,BSU_04480
NZ_CP015975.1,A8O17_RS02480,484875,485801,+,BSU_04490
NZ_CP015975.1,A8O17_RS02485,485794,486561,+,BSU_04500
NZ_CP015975.1,A8O17_RS02490,486656,486991,+,BSU_04510
NZ_CP015975.1,A8O17_RS02495,487119,488264,+,BSU_04520
NZ_CP015975.1,A8O17_RS02500,488289,488468,-,BSU_04530
NZ_CP015975.1,A8O17_RS02505,488422,488586,-,BSU_04536
NZ_CP015975.1,A8O17_RS02510,488833,489705,+,BSU_04540
NZ_CP015975.1,A8O17_RS02515,489720,490040,-,BSU_04550
NZ_CP015975.1,A8O17_RS02520,490194,491279,+,BSU_04560
NZ_CP015975.1,A8O17_RS02525,491351,492724,+,BSU_04570
NZ_CP015975.1,A8O17_RS02530,493124,494608,+,BSU_04580
NZ_CP015975.1,A8O17_RS02535,494781,495260,+,BSU_04590
NZ_CP015975.1,A8O17_RS02540,495250,496731,+,BSU_04600
NZ_CP015975.1,A8O17_RS02545,496983,497582,-,BSU_04610
NZ_CP015975.1,A8O17_RS02550,497677,498042,+,BSU_04620
NZ_CP015975.1,A8O17_RS02555,498208,499224,+,BSU_04630
NZ_CP015975.1,A8O17_RS02560,499339,500508,+,BSU_04640
NZ_CP015975.1,A8O17_RS02565,500624,500905,+,BSU_04650
NZ_CP015975.1,A8O17_RS02570,500910,501260,+,BSU_04660
NZ_CP015975.1,A8O17_RS02575,501375,502199,+,BSU_04670
NZ_CP015975.1,A8O17_RS02580,502204,502569,+,BSU_04680
NZ_CP015975.1,A8O17_RS02585,502573,502974,+,BSU_04690
NZ_CP015975.1,A8O17_RS02590,502986,503993,+,BSU_04700
NZ_CP015975.1,A8O17_RS02595,504055,504384,+,BSU_04710
NZ_CP015975.1,A8O17_RS02600,504381,504863,+,BSU_04720
NZ_CP015975.1,A8O17_RS02605,504829,505617,+,BSU_04730
NZ_CP015975.1,A8O17_RS02610,505617,506216,+,BSU_04740
NZ_CP015975.1,A8O17_RS20780,506327,506443,+,BSU_04745
NZ_CP015975.1,A8O17_RS20355,506459,506752,+,BSU_04750
NZ_CP015975.1,A8O17_RS02625,506749,507189,+,BSU_04760
NZ_CP015975.1,A8O17_RS02630,507173,507616,+,BSU_04770
NZ_CP015975.1,A8O17_RS02635,507710,509869,+,BSU_04780
NZ_CP015975.1,A8O17_RS20785,509879,509992,-,BSU_04785
NZ_CP015975.1,A8O17_RS02645,510096,510548,+,BSU_04790
NZ_CP015975.1,A8O17_RS02685,511696,512715,-,BSU_05040
NZ_CP015975.1,A8O17_RS02690,512975,513385,+,BSU_05050
NZ_CP015975.1,A8O17_RS02695,513508,513957,-,BSU_05060
NZ_CP015975.1,A8O17_RS02700,514072,514614,+,BSU_05070
NZ_CP015975.1,A8O17_RS02705,515167,515931,+,BSU_05080
NZ_CP015975.1,A8O17_RS02710,516125,517435,+,BSU_05090
NZ_CP015975.1,A8O17_RS02715,518018,518194,+,BSU_05099
NZ_CP015975.1,A8O17_RS02720,518219,518905,+,BSU_05100
NZ_CP015975.1,A8O17_RS02725,519330,519515,+,BSU_05109
NZ_CP015975.1,A8O17_RS02730,519865,520458,+,BSU_05110
NZ_CP015975.1,A8O17_RS02735,520721,520921,+,BSU_05120
NZ_CP015975.1,A8O17_RS02740,521608,522069,-,BSU_05130
NZ_CP015975.1,A8O17_RS02745,522637,522903,-,BSU_05140
NZ_CP015975.1,A8O17_RS02750,522971,523846,-,BSU_05150
NZ_CP015975.1,A8O17_RS02755,523959,524918,+,BSU_05160
NZ_CP015975.1,A8O17_RS02760,525071,525943,-,BSU_05170
NZ_CP015975.1,A8O17_RS02765,526170,527558,+,BSU_05180
NZ_CP015975.1,A8O17_RS02770,527668,528960,+,BSU_05190
NZ_CP015975.1,A8O17_RS02775,529119,529565,+,BSU_05200
NZ_CP015975.1,A8O17_RS02780,529802,530395,+,BSU_05210
NZ_CP015975.1,A8O17_RS02785,530747,531406,-,BSU_05220
NZ_CP015975.1,A8O17_RS02790,531828,532691,-,BSU_05230
NZ_CP015975.1,A8O17_RS02795,532846,534237,+,BSU_05240
NZ_CP015975.1,A8O17_RS02800,534431,534856,+,BSU_05250
NZ_CP015975.1,A8O17_RS02805,534909,535481,-,BSU_05260
NZ_CP015975.1,A8O17_RS02810,535563,535892,-,BSU_05270
NZ_CP015975.1,A8O17_RS02815,536147,537019,+,BSU_05280
NZ_CP015975.1,A8O17_RS02820,537169,537555,-,BSU_05290
NZ_CP015975.1,A8O17_RS02825,537666,538259,+,BSU_05300
NZ_CP015975.1,A8O17_RS02830,538403,539590,-,BSU_05310
NZ_CP015975.1,A8O17_RS02835,539794,540390,+,BSU_05320
NZ_CP015975.1,A8O17_RS02840,540504,540689,+,BSU_05329
NZ_CP015975.1,A8O17_RS02845,540998,541333,+,BSU_05330
NZ_CP015975.1,A8O17_RS02850,541346,542653,+,BSU_05340
NZ_CP015975.1,A8O17_RS20365,542712,542957,+,BSU_05343
NZ_CP015975.1,A8O17_RS02860,543151,543936,+,BSU_05350
NZ_CP015975.1,A8O17_RS02865,543993,544913,-,BSU_05360
NZ_CP015975.1,A8O17_RS02870,545046,546494,+,BSU_05370
NZ_CP015975.1,A8O17_RS02875,546612,547235,-,BSU_05380
NZ_CP015975.1,A8O17_RS02880,547325,548005,+,BSU_05390
NZ_CP015975.1,A8O17_RS02885,548085,548528,-,BSU_05400
NZ_CP015975.1,A8O17_RS20370,548614,548793,-,BSU_05408
NZ_CP015975.1,A8O17_RS02890,548790,548933,-,BSU_05409
NZ_CP015975.1,A8O17_RS02895,549201,550424,+,BSU_05410
NZ_CP015975.1,A8O17_RS02900,550417,551058,+,BSU_05420
NZ_CP015975.1,A8O17_RS02905,551174,553348,+,BSU_05430
NZ_CP015975.1,A8O17_RS02910,553760,554662,-,BSU_05440
NZ_CP015975.1,A8O17_RS02915,554864,555553,-,BSU_05450
NZ_CP015975.1,A8O17_RS02920,555643,556455,-,BSU_05460
NZ_CP015975.1,A8O17_RS02925,556566,557459,-,BSU_05470
NZ_CP015975.1,A8O17_RS02930,557935,558555,+,BSU_05480
NZ_CP015975.1,A8O17_RS02935,558571,559509,+,BSU_05490
NZ_CP015975.1,A8O17_RS02940,559611,560000,+,BSU_05500
NZ_CP015975.1,A8O17_RS02945,560186,560524,+,BSU_05510
NZ_CP015975.1,A8O17_RS02950,560564,560800,-,BSU_05520
NZ_CP015975.1,A8O17_RS02960,561332,561562,-,BSU_05529
NZ_CP015975.1,A8O17_RS02965,561686,562363,-,BSU_05530
NZ_CP015975.1,A8O17_RS02970,562476,563183,+,BSU_05540
NZ_CP015975.1,A8O17_RS02975,563198,563629,-,BSU_05550
NZ_CP015975.1,A8O17_RS02980,563642,563884,-,BSU_05560
NZ_CP015975.1,A8O17_RS02985,563898,564170,-,BSU_05570
NZ_CP015975.1,A8O17_RS02990,564469,565056,+,BSU_05580
NZ_CP015975.1,A8O17_RS02995,565053,565397,+,BSU_05590
NZ_CP015975.1,A8O17_RS03000,565560,566033,+,BSU_05600
NZ_CP015975.1,A8O17_RS03005,566193,567836,-,BSU_05610
NZ_CP015975.1,A8O17_RS03010,568156,569532,-,BSU_05620
NZ_CP015975.1,A8O17_RS03015,569704,570222,-,BSU_05630
NZ_CP015975.1,A8O17_RS03020,570391,570849,+,BSU_05640
NZ_CP015975.1,A8O17_RS03025,570846,573503,+,BSU_05650
NZ_CP015975.1,A8O17_RS03030,573649,574278,-,BSU_05660
NZ_CP015975.1,A8O17_RS03035,574294,574788,-,BSU_05670
NZ_CP015975.1,A8O17_RS03040,575099,576307,+,BSU_05680
NZ_CP015975.1,A8O17_RS03045,576343,577080,-,BSU_05690
NZ_CP015975.1,A8O17_RS03050,577329,578003,+,BSU_05700
NZ_CP015975.1,A8O17_RS03055,578130,579392,+,BSU_05710
NZ_CP015975.1,A8O17_RS03060,579553,580740,+,BSU_05720
NZ_CP015975.1,A8O17_RS03065,580779,581489,-,BSU_05730
NZ_CP015975.1,A8O17_RS03070,581555,582943,-,BSU_05740
NZ_CP015975.1,A8O17_RS03075,583305,583676,+,BSU_05750
NZ_CP015975.1,A8O17_RS03080,583751,584248,-,BSU_05760
NZ_CP015975.1,A8O17_RS03085,584266,584748,-,BSU_05770
NZ_CP015975.1,A8O17_RS03090,584831,585808,+,BSU_05780
NZ_CP015975.1,A8O17_RS03095,585950,586567,+,BSU_05790
NZ_CP015975.1,A8O17_RS03100,586583,587749,-,BSU_05800
NZ_CP015975.1,A8O17_RS03105,588080,588391,+,BSU_05810
NZ_CP015975.1,A8O17_RS03110,588391,588723,+,BSU_05820
NZ_CP015975.1,A8O17_RS03115,588742,590070,+,BSU_05830
NZ_CP015975.1,A8O17_RS03120,590088,591485,+,BSU_05840
NZ_CP015975.1,A8O17_RS03125,591628,592341,+,BSU_05850
NZ_CP015975.1,A8O17_RS03130,592370,593269,+,BSU_05860
NZ_CP015975.1,A8O17_RS03135,593266,594213,+,BSU_05870
NZ_CP015975.1,A8O17_RS03140,594232,595320,+,BSU_05880
NZ_CP015975.1,A8O17_RS03145,595381,596234,-,BSU_05890
NZ_CP015975.1,A8O17_RS03185,602120,603097,+,BSU_05900
NZ_CP015975.1,A8O17_RS03190,603112,603588,+,BSU_05910
NZ_CP015975.1,A8O17_RS03195,603569,604258,+,BSU_05920
NZ_CP015975.1,A8O17_RS03200,604268,604723,+,BSU_05930
NZ_CP015975.1,A8O17_RS03205,604716,605756,+,BSU_05940
NZ_CP015975.1,A8O17_RS03210,605986,607914,-,BSU_05950
NZ_CP015975.1,A8O17_RS03215,608040,608552,+,BSU_05960
NZ_CP015975.1,A8O17_RS03220,608549,609196,+,BSU_05970
NZ_CP015975.1,A8O17_RS03225,609218,609391,+,BSU_05980
NZ_CP015975.1,A8O17_RS03230,609398,610162,+,BSU_05990
NZ_CP015975.1,A8O17_RS03235,610200,610391,-,BSU_06000
NZ_CP015975.1,A8O17_RS03240,610388,611122,-,BSU_06010
NZ_CP015975.1,A8O17_RS03245,611361,611645,+,BSU_06020
NZ_CP015975.1,A8O17_RS03250,611692,613326,+,BSU_06030
NZ_CP015975.1,A8O17_RS20375,613414,614505,-,BSU_06033
NZ_CP015975.1,A8O17_RS03265,614752,617241,-,BSU_06140
NZ_CP015975.1,A8O17_RS03270,617443,618504,+,BSU_06150
NZ_CP015975.1,A8O17_RS03275,618578,619969,+,BSU_06160
NZ_CP015975.1,A8O17_RS03280,620064,621026,+,BSU_06170
NZ_CP015975.1,A8O17_RS03285,621222,621905,+,BSU_06180
NZ_CP015975.1,A8O17_RS03290,621971,622996,+,BSU_06190
NZ_CP015975.1,A8O17_RS03295,622996,623760,+,BSU_06200
NZ_CP015975.1,A8O17_RS03300,623791,624762,+,BSU_06210
NZ_CP015975.1,A8O17_RS03305,624809,625834,-,BSU_06220
NZ_CP015975.1,A8O17_RS03310,626419,627840,+,BSU_06230
NZ_CP015975.1,A8O17_RS03315,627888,628928,-,BSU_06240
NZ_CP015975.1,A8O17_RS03320,629367,629738,+,BSU_06250
NZ_CP015975.1,A8O17_RS03325,629804,630850,+,BSU_06260
NZ_CP015975.1,A8O17_RS03330,630884,631042,-,BSU_06269
NZ_CP015975.1,A8O17_RS03335,631232,631441,-,BSU_06270
NZ_CP015975.1,A8O17_RS03340,631524,632339,-,BSU_06280
NZ_CP015975.1,A8O17_RS03345,632352,633341,-,BSU_06290
NZ_CP015975.1,A8O17_RS03350,633439,634980,-,BSU_06300
NZ_CP015975.1,A8O17_RS03355,635132,636541,-,BSU_06310
NZ_CP015975.1,A8O17_RS03360,636579,636866,-,BSU_06319
NZ_CP015975.1,A8O17_RS03365,636939,637811,+,BSU_06320
NZ_CP015975.1,A8O17_RS03370,638161,639123,+,BSU_06330
NZ_CP015975.1,A8O17_RS03375,639123,640319,+,BSU_06340
NZ_CP015975.1,A8O17_RS03380,640341,642554,+,BSU_06350
NZ_CP015975.1,A8O17_RS03385,642717,644258,+,BSU_06360
NZ_CP015975.1,A8O17_RS03390,644639,645961,+,BSU_06370
NZ_CP015975.1,A8O17_RS03395,646172,646975,+,BSU_06380
NZ_CP015975.1,A8O17_RS03400,647134,647301,+,BSU_06390
NZ_CP015975.1,A8O17_RS03405,647515,648069,+,BSU_06400
NZ_CP015975.1,A8O17_RS03410,648069,648266,+,BSU_06410
NZ_CP015975.1,A8O17_RS03415,648589,649077,+,BSU_06420
NZ_CP015975.1,A8O17_RS03420,649070,650212,+,BSU_06430
NZ_CP015975.1,A8O17_RS03425,650209,651504,+,BSU_06440
NZ_CP015975.1,A8O17_RS03430,651578,652303,+,BSU_06450
NZ_CP015975.1,A8O17_RS03435,652296,652550,+,BSU_06460
NZ_CP015975.1,A8O17_RS03440,652547,653230,+,BSU_06470
NZ_CP015975.1,A8O17_RS03445,653214,655442,+,BSU_06480
NZ_CP015975.1,A8O17_RS03450,655418,656848,+,BSU_06490
NZ_CP015975.1,A8O17_RS03455,656950,657990,+,BSU_06500
NZ_CP015975.1,A8O17_RS03460,657987,658574,+,BSU_06510
NZ_CP015975.1,A8O17_RS03465,658571,660109,+,BSU_06520
NZ_CP015975.1,A8O17_RS03470,660125,661393,+,BSU_06530
NZ_CP015975.1,A8O17_RS03475,661433,661852,-,BSU_06540
NZ_CP015975.1,A8O17_RS03480,661996,663270,+,BSU_06550
NZ_CP015975.1,A8O17_RS03485,663285,663512,-,BSU_06559
NZ_CP015975.1,A8O17_RS03490,663641,665383,+,BSU_06560
NZ_CP015975.1,A8O17_RS03495,665410,666405,+,BSU_06570
NZ_CP015975.1,A8O17_RS03500,666408,666722,+,BSU_06580
NZ_CP015975.1,A8O17_RS03505,666757,668334,-,BSU_06590
NZ_CP015975.1,A8O17_RS03515,668599,669285,+,BSU_06600
NZ_CP015975.1,A8O17_RS03520,669347,671566,+,BSU_06610
NZ_CP015975.1,A8O17_RS03525,671590,673596,+,BSU_06620
NZ_CP015975.1,A8O17_RS03530,673612,674802,+,BSU_06630
NZ_CP015975.1,A8O17_RS03535,674964,675974,+,BSU_06640
NZ_CP015975.1,A8O17_RS03540,676012,676710,-,BSU_06650
NZ_CP015975.1,A8O17_RS03545,676817,678295,-,BSU_06660
NZ_CP015975.1,A8O17_RS03550,678709,678999,+,BSU_06670
NZ_CP015975.1,A8O17_RS03555,679015,680472,+,BSU_06680
NZ_CP015975.1,A8O17_RS03560,680486,681916,+,BSU_06690
NZ_CP015975.1,A8O17_RS03565,681931,682800,-,BSU_06700
NZ_CP015975.1,A8O17_RS03570,682932,686090,+,BSU_06710
NZ_CP015975.1,A8O17_RS03575,686413,687324,+,BSU_06720
NZ_CP015975.1,A8O17_RS03580,687580,688959,+,BSU_06730
NZ_CP015975.1,A8O17_RS03585,688972,689925,-,BSU_06740
NZ_CP015975.1,A8O17_RS03590,689855,690190,+,BSU_06750
NZ_CP015975.1,A8O17_RS03595,690265,692904,+,BSU_06760
NZ_CP015975.1,A8O17_RS03600,692916,694715,+,BSU_06770
NZ_CP015975.1,A8O17_RS03605,694828,695976,+,BSU_06780
NZ_CP015975.1,A8O17_RS03610,696238,696543,-,BSU_06790
NZ_CP015975.1,A8O17_RS03615,696610,696816,-,BSU_06800
NZ_CP015975.1,A8O17_RS03620,697056,697511,-,BSU_06811
NZ_CP015975.1,A8O17_RS03625,697531,699540,-,BSU_06812
NZ_CP015975.1,A8O17_RS03630,699752,700774,+,BSU_06820
NZ_CP015975.1,A8O17_RS03635,700936,702066,+,BSU_06830
NZ_CP015975.1,A8O17_RS03640,702056,702229,+,BSU_06839
NZ_CP015975.1,A8O17_RS03645,702389,703108,+,BSU_06840
NZ_CP015975.1,A8O17_RS03650,703242,703679,+,BSU_06850
NZ_CP015975.1,A8O17_RS03655,703794,704378,+,BSU_06860
NZ_CP015975.1,A8O17_RS03660,704457,704900,+,BSU_06870
NZ_CP015975.1,A8O17_RS03665,704897,705757,+,BSU_06880
NZ_CP015975.1,A8O17_RS03670,705884,706132,+,BSU_06890
NZ_CP015975.1,A8O17_RS03675,706116,706379,+,BSU_06900
NZ_CP015975.1,A8O17_RS03680,706394,706963,+,BSU_06910
NZ_CP015975.1,A8O17_RS03685,707088,707630,+,BSU_06920
NZ_CP015975.1,A8O17_RS03690,707653,707955,+,BSU_06930
NZ_CP015975.1,A8O17_RS03695,708070,708699,+,BSU_06940
NZ_CP015975.1,A8O17_RS03700,708696,710429,+,BSU_06950
NZ_CP015975.1,A8O17_RS03705,710429,711535,+,BSU_06960
NZ_CP015975.1,A8O17_RS03710,711639,712922,+,BSU_06970
NZ_CP015975.1,A8O17_RS03715,712919,713848,+,BSU_06980
NZ_CP015975.1,A8O17_RS03720,713852,714742,+,BSU_06990
NZ_CP015975.1,A8O17_RS03725,714758,715792,+,BSU_07000
NZ_CP015975.1,A8O17_RS03730,715815,718100,+,BSU_07010
NZ_CP015975.1,A8O17_RS03735,718114,718812,+,BSU_07020
NZ_CP015975.1,A8O17_RS03740,718805,719467,+,BSU_07030
NZ_CP015975.1,A8O17_RS03745,719464,720090,+,BSU_07040
NZ_CP015975.1,A8O17_RS03750,720211,722073,+,BSU_07050
NZ_CP015975.1,A8O17_RS03755,722119,723957,+,BSU_07060
NZ_CP015975.1,A8O17_RS03760,724115,724768,+,BSU_07070
NZ_CP015975.1,A8O17_RS03765,724776,726767,+,BSU_07080
NZ_CP015975.1,A8O17_RS03770,726811,729384,+,BSU_07090
NZ_CP015975.1,A8O17_RS03775,729506,731014,+,BSU_07100
NZ_CP015975.1,A8O17_RS03780,731069,732025,+,BSU_07110
NZ_CP015975.1,A8O17_RS03785,732039,732926,+,BSU_07120
NZ_CP015975.1,A8O17_RS03790,732935,734275,+,BSU_07130
NZ_CP015975.1,A8O17_RS03795,734358,735053,+,BSU_07140
NZ_CP015975.1,A8O17_RS03800,735090,735416,-,BSU_07150
NZ_CP015975.1,A8O17_RS03805,735520,735882,-,BSU_07160
NZ_CP015975.1,A8O17_RS03810,735974,736468,-,BSU_07170
NZ_CP015975.1,A8O17_RS03815,736666,737537,+,BSU_07180
NZ_CP015975.1,A8O17_RS03820,737692,737859,+,BSU_07190
NZ_CP015975.1,A8O17_RS03825,737969,738613,+,BSU_07200
NZ_CP015975.1,A8O17_RS03830,738613,739605,+,BSU_07210
NZ_CP015975.1,A8O17_RS03835,739629,740132,-,BSU_07220
NZ_CP015975.1,A8O17_RS03840,740295,741404,+,BSU_07230
NZ_CP015975.1,A8O17_RS03845,741439,742509,-,BSU_07240
NZ_CP015975.1,A8O17_RS03850,742659,745844,+,BSU_07250
NZ_CP015975.1,A8O17_RS03855,746291,748210,+,BSU_07260
NZ_CP015975.1,A8O17_RS03860,748446,749210,+,BSU_07270
NZ_CP015975.1,A8O17_RS03865,749217,750185,+,BSU_07280
NZ_CP015975.1,A8O17_RS03870,750209,751120,+,BSU_07290
NZ_CP015975.1,A8O17_RS03875,751149,752327,+,BSU_07300
NZ_CP015975.1,A8O17_RS03880,752328,753263,+,BSU_07310
NZ_CP015975.1,A8O17_RS03885,753294,754523,-,BSU_07320
NZ_CP015975.1,A8O17_RS03890,754634,755341,-,BSU_07330
NZ_CP015975.1,A8O17_RS03895,755433,756818,-,BSU_07340
NZ_CP015975.1,A8O17_RS03900,757068,758525,+,BSU_07350
NZ_CP015975.1,A8O17_RS03905,758539,759399,+,BSU_07360
NZ_CP015975.1,A8O17_RS03910,759534,761423,+,BSU_07370
NZ_CP015975.1,A8O17_RS03915,761546,761992,+,BSU_07380
NZ_CP015975.1,A8O17_RS03920,762117,762539,+,BSU_07390
NZ_CP015975.1,A8O17_RS03925,762605,763795,+,BSU_07400
NZ_CP015975.1,A8O17_RS20380,764086,764241,+,BSU_07410
NZ_CP015975.1,A8O17_RS03940,764361,765917,-,BSU_07420
NZ_CP015975.1,A8O17_RS03945,766090,767220,+,BSU_07430
NZ_CP015975.1,A8O17_RS03950,767288,767734,+,BSU_07440
NZ_CP015975.1,A8O17_RS03955,767787,768806,-,BSU_07450
NZ_CP015975.1,A8O17_RS03970,769288,770508,-,BSU_07460
NZ_CP015975.1,A8O17_RS03975,770844,772307,+,BSU_07480
NZ_CP015975.1,A8O17_RS03980,772880,773680,-,BSU_07490
NZ_CP015975.1,A8O17_RS03985,773693,774694,-,BSU_07500
NZ_CP015975.1,A8O17_RS03990,774691,775692,-,BSU_07510
NZ_CP015975.1,A8O17_RS03995,775764,776711,-,BSU_07520
NZ_CP015975.1,A8O17_RS04000,776820,777188,-,BSU_07530
NZ_CP015975.1,A8O17_RS04005,777432,777779,+,BSU_07550
NZ_CP015975.1,A8O17_RS04010,777970,779232,+,BSU_07560
NZ_CP015975.1,A8O17_RS04015,779359,780795,+,BSU_07570
NZ_CP015975.1,A8O17_RS04020,780922,782550,+,BSU_07580
NZ_CP015975.1,A8O17_RS04025,782522,783202,+,BSU_07590
NZ_CP015975.1,A8O17_RS04030,783205,784164,+,BSU_07600
NZ_CP015975.1,A8O17_RS04040,784360,785661,+,BSU_07610
NZ_CP015975.1,A8O17_RS04045,785717,786511,+,BSU_07620
NZ_CP015975.1,A8O17_RS04050,786630,787721,+,BSU_07630
NZ_CP015975.1,A8O17_RS04055,787712,787987,-,BSU_07640
NZ_CP015975.1,A8O17_RS04060,788054,788719,+,BSU_07650
NZ_CP015975.1,A8O17_RS04065,788760,788897,-,BSU_07660
NZ_CP015975.1,A8O17_RS04070,789054,789209,-,BSU_07670
NZ_CP015975.1,A8O17_RS04075,789316,789630,-,BSU_07680
NZ_CP015975.1,A8O17_RS04080,789712,790461,-,BSU_07690
NZ_CP015975.1,A8O17_RS04085,790633,791991,+,BSU_07700
NZ_CP015975.1,A8O17_RS04090,792024,793973,-,BSU_07710
NZ_CP015975.1,A8O17_RS20390,794074,794211,+,BSU_07720
NZ_CP015975.1,A8O17_RS04095,794230,794622,+,BSU_07735
NZ_CP015975.1,A8O17_RS04100,794747,796162,+,BSU_07750
NZ_CP015975.1,A8O17_RS04105,796159,797235,-,BSU_07760
NZ_CP015975.1,A8O17_RS04110,797259,797459,-,BSU_07770
NZ_CP015975.1,A8O17_RS04115,797475,798629,-,BSU_07780
NZ_CP015975.1,A8O17_RS04120,798610,800151,-,BSU_07790
NZ_CP015975.1,A8O17_RS04125,800344,801756,+,BSU_07800
NZ_CP015975.1,A8O17_RS04130,801827,803512,+,BSU_07810
NZ_CP015975.1,A8O17_RS04135,803533,804249,+,BSU_07820
NZ_CP015975.1,A8O17_RS04140,804389,805054,+,BSU_07830
NZ_CP015975.1,A8O17_RS04145,805091,809479,-,BSU_07840
NZ_CP015975.1,A8O17_RS04150,809722,810240,+,BSU_07850
NZ_CP015975.1,A8O17_RS04155,810280,811470,-,BSU_07860
NZ_CP015975.1,A8O17_RS04160,811563,811778,-,BSU_07870
NZ_CP015975.1,A8O17_RS04165,811981,812451,+,BSU_07880
NZ_CP015975.1,A8O17_RS04170,812469,812789,+,BSU_07890
NZ_CP015975.1,A8O17_RS04175,812813,813640,+,BSU_07900
NZ_CP015975.1,A8O17_RS04185,813839,815014,-,BSU_07910
NZ_CP015975.1,A8O17_RS20790,815033,815185,+,no_equivalent
NZ_CP015975.1,A8O17_RS04195,815182,816237,+,BSU_07920
NZ_CP015975.1,A8O17_RS04200,816308,817102,+,BSU_07930
NZ_CP015975.1,A8O17_RS04205,817141,817983,-,BSU_07940
NZ_CP015975.1,A8O17_RS04210,817984,819105,-,BSU_07955
NZ_CP015975.1,A8O17_RS04215,819250,819435,+,BSU_07970
NZ_CP015975.1,A8O17_RS04220,819536,820327,+,BSU_07980
NZ_CP015975.1,A8O17_RS04225,820365,821225,-,BSU_07990
NZ_CP015975.1,A8O17_RS04230,821324,822283,-,BSU_08000
NZ_CP015975.1,A8O17_RS04235,822402,823265,+,BSU_08010
